"OBJECTID","LEA_SCHOOL","PTMOVED","COMMENTS","REVIEWED","SCHOOL_NAM","PRINCIPAL","STREET_LON","PHYS_ADDR","PHYS_CITY","PHYS_ZIP","PHONE","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","FAX","URL_ADDRES","COUNTY","ACCR_STAT","SCH_DESG","SCH_TYPE","SCH_PTYPE","SCH_CTYPE","EXT_HOURS","NUM_TEACH","BGN_GRADE","END_GRADE","PRE_K","ELEM","MIDDLE","HIGH","EARLY_COLL","coords.x1","coords.x2"
1695,"980306","yes, 2012","across town","1","Milton M Daniels Learning Cntr","Anita Wright","723 Elvie Street","723 Elvie Street","Wilson",27893,"2523997900","723 Elvie Street","Wilson",27893,"2523997892","http://www.wilson.k12.nc.us","Wilson",NA,"Public","Alternative Education","None","Traditional","-",6,"03","12",NA,NA,NA,"yes",NA,708531.239200003,218199.364
1696,"980308","yes, 2012","across town","1","B O Barnes Elementary","Vernita Williams","1913 Martin L King Parkway","1913 Martin L King Parkway","Wilson",27893,"2523997875","1913 Martin L King Parkway","Wilson",27893,"2523997833","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",25,"KG","05",NA,"yes",NA,NA,NA,710368.574600004,218295.8004
1697,"980317",NA,NA,NA,"Charles H Darden Middle","Fate Franks","1665 Lipscomb Road","1665 Lipscomb Road","Wilson",27893,"2522064973","1665 Lipscomb Road","Wilson",27893,"2522061508","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",27,"06","08",NA,NA,"yes",NA,NA,709317.750100002,219145.1719
1698,"980318","yes, 2012","down the street","1","Beddingfield High","Glenn Reaves","4510 Old Stantonsburg Rd","4510 Old Stantonsburg Rd","Wilson",27893,"2523997880","4510 Old Stantonsburg Rd","Wilson",27893,"2523997850","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",64,"09","12",NA,NA,NA,"yes",NA,711350.595899999,212461.1248
1699,"980320",NA,NA,NA,"Elm City Elementary","Kelly Andrews","5544 Lake Wilson Rd","5544 Lake Wilson Rd","Elm City",27822,"2522364574","5544 Lake Wilson Rd","Elm City",27822,"2522363666","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",20,"KG","05",NA,"yes",NA,NA,NA,711484.874899998,228676.0002
1700,"980324",NA,NA,NA,"Elm City Middle","Eddie Doll","215 E Church St","215 E Church St","Elm City",27822,"2522364148","215 E Church St","Elm City",27822,"2522363754","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",26,"06","08",NA,NA,"yes",NA,NA,497173.937600002,230572.921799999
1701,"980336",NA,NA,NA,"Fike High","Steve Ellis","500 Harrison Dr N","500 Harrison Dr N","Wilson",27893,"2523997905","500 Harrison Dr N","Wilson",27893,"2523997893","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",73,"09","12",NA,NA,NA,"yes",NA,706866.875100002,222816.1252
1702,"980342",NA,NA,NA,"James Hunt High","Jerry Simmons","4559 Lamm Rd","4559 Lamm Rd","Wilson",27893,"2523997930","4559 Lamm Rd","Wilson",27893,"2523997897","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",77,"09","12",NA,NA,NA,"yes",NA,700506.750200003,219297.5471
1703,"980356",NA,NA,NA,"Margaret Hearne Elementary","Jenny Hayes","300 W Gold St","300 W Gold St","Wilson",27893,"2523997925","300 W Gold St","Wilson",27893,"2523997896","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",26,"PK","05","yes","yes",NA,NA,NA,708351.6875,220301.640500002
1704,"980360",NA,NA,NA,"New Hope Elementary","Susan Bullock","4826 Packhouse Rd","4826 Packhouse Rd","Wilson",27896,"2523997950","4826 Packhouse Rd","Wilson",27896,"2523997899","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",30,"KG","05",NA,"yes",NA,NA,NA,704449.749899998,225887
1705,"980364",NA,"point verified","1","Rock Ridge Elementary","Jennifer Lewis","6605 Rock Ridge School Rd","6605 Rock Ridge School Rd","Wilson",27893,"2523997955","6605 Rock Ridge School Rd","Wilson",27893,"2523997995","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",30,"KG","05",NA,"yes",NA,NA,NA,693905.604900002,216950.916099999
1706,"980384","yes, 2012","across town","1","Springfield Middle","Nelson Johnston","5551 Wiggins Mill Rd","5551 Wiggins Mill Rd","Lucama",27851,"2522391347","5551 Wiggins Mill Rd","Lucama",27851,"2522391686","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",29,"06","08",NA,NA,"yes",NA,NA,697470.282300003,214091.507800002
1707,"980390",NA,NA,NA,"Toisnot Middle","Michael Kennedy","1301 Corbett Ave N","1301 Corbett Ave N","Wilson",27893,"2523997973","1301 Corbett Ave N","Wilson",27893,"2523997749","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",31,"06","08",NA,NA,"yes",NA,NA,708154.687399998,221642.312600002
1708,"980392",NA,NA,NA,"VinsonBynum Elementary","Suzette Miller","1601 Tarboro St SW","1601 Tarboro St SW","Wilson",27893,"2523997981","1601 Tarboro St SW","Wilson",27893,"2523997758","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",30,"KG","05",NA,"yes",NA,NA,NA,705345.749899998,219174.046799999
1709,"980396",NA,NA,NA,"Wells Elementary","Wendy Sullivan","1400 Grove St N","1400 Grove St N","Wilson",27893,"2523997986","1400 Grove St N","Wilson",27893,"2523997771","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",28,"KG","05",NA,"yes",NA,NA,NA,707427.4375,221704.046999998
1710,"980400",NA,NA,NA,"Winstead Elementary","Tracy Joynor","1713 Downing St SW","1713 Downing St SW","Wilson",27893,"2523997990","1713 Downing St SW","Wilson",27893,"2523997772","http://www.wilson.k12.nc.us","Wilson","SA","Public","Regular School","None","Traditional","-",21,"KG","05",NA,"yes",NA,NA,NA,706365.687700003,218384.265500002
1711,"990308",NA,NA,NA,"Courtney Elementary","Diana Jones","2529 Courtney-Huntsville Rd","2529 CourtneyHuntsville Rd","Yadkinville",27055,"3364635510","2529 CourtneyHuntsville Rd","Yadkinville",27055,"3364632883",NA,"Yadkin","SA","Public","Regular School","None","Traditional","-",18,"PK","06","yes","yes",NA,NA,NA,464902.874899998,258002.1406
1712,"990316","yes, 2012","across town","1","Fall Creek Elementary","Charles Garrett","2720 Smithtown Rd","2720 Smithtown Rd","East Bend",27018,"3366998257","2720 Smithtown Rd","East Bend",27018,"3366992136","http://www.yadkin.k12.nc.us/schools/fc/Index.html","Yadkin","SA","Public","Regular School","None","Traditional","-",22,"PK","06","yes","yes",NA,NA,NA,466770.915200002,276275.378199998
1713,"990320",NA,NA,NA,"Forbush Elementary","Douglas Sheek","1400 Bloomtown Rd","1400 Bloomtown Rd","East Bend",27018,"3366998447","1400 Bloomtown Rd","East Bend",27018,"3366992793","http://www.yadkin.k12.nc.us/schools/fes/fes%20new","Yadkin","SA","Public","Regular School","None","Traditional","-",18,"PK","06","yes","yes",NA,NA,NA,474976.593599997,264221.156399999
1714,"990322",NA,NA,NA,"Forbush High","Christopher Nichols","1525 Falcon Road","1525 Falcon Road","East Bend",27018,"3369614644","1525 Falcon Road","East Bend",27018,"3369612575","http://www.yadkin.k12.nc.us/schools/FHS/Opening.h","Yadkin","SA","Public","Regular School","None","Traditional","-",57,"09","12",NA,NA,NA,"yes",NA,469691.718900003,266428.656399999
1715,"990324",NA,NA,"1","Jonesville Elementary","Kelly Byrd-Johnson","101 Cedarbrook Rd","101 Cedarbrook Rd","Jonesville",28642,"3368353201","101 Cedarbrook Rd","Jonesville",28642,"3368351882",NA,"Yadkin","SA","Public","Regular School","None","Traditional","-",23,"PK","06","yes","yes",NA,NA,NA,443747.125,276900.406399999
1716,"990326",NA,NA,"1","Starmount High","Junior Luffman","2516 Longtown Rd","2516 Longtown Rd","Boonville",27011,"3364682891","2516 Longtown Rd","Boonville",27011,"3364686434","http://www.yadkin.k12.nc.us/schools/shs/index.html","Yadkin","SA","Public","Regular School","None","Traditional","-",48,"09","12",NA,NA,NA,"yes",NA,450155.843599997,271241.750100002
1717,"40308",NA,NA,NA,"Ansonville Elementary","Howard McLean","9104 Hwy 52 N","9104 Hwy 52 N","Ansonville",28007,"7048268337","9104 Hwy 52 N",NA,0,"7048266136","http://aes.ansonschools.org/home.aspx","Anson","SA","Public","Regular School","None","Traditional","-",21,"PK","06","yes","yes",NA,NA,NA,508748.937399998,150922.625
1718,"50302",NA,"point verified","1","Ashe County High","Jason Krider","184 Campus Drive","184 Campus Drive","West Jefferson",28694,"3368462400","PO Box 450","West Jefferson",28694,"3368462411","http://www.ashe.k12.nc.us/achs/web/home/index.htm","Ashe",NA,"Public","Regular School","None","Traditional","-",71,"09","12",NA,NA,NA,"yes",NA,385896.124899998,296919.0625
1719,"06A000",NA,"point verified","1","Grandfather Academy","Laura Stone","64 Grandfather Home Dr.","64 Grandfather Home Drive","Banner Elk",28604,"8288974581","PO Box 98","Banner Elk",28604,"8288983849","http://www.grandfatherhome.org/programsacademy.ht","Avery",NA,"Charter","Regular School","None","Traditional","-",7,"01","12",NA,NA,NA,"yes",NA,350554.125,270228.906199999
1720,"07A000","yes, 2012","across town","1","Washington Montessori","Jeanette Hales","2330 Old Bath Hwy","2330 Old Bath Hwy","Washington",27889,"2529461977","2330 Old Bath Hwy","Washington",27889,"2529465938","http://wmpcs.org","Beaufort",NA,"Charter","Regular School","None","Traditional","-",16,"KG","08",NA,NA,"yes",NA,NA,792807.946999997,200445.282900002
1721,"269202",NA,"point verified","1","Albritton Junior High","Mike Thornburg","Normandy Dr Bldg 4-3331","Normandy Dr Bldg 43331","Fort Bragg",28307,"9109070201","PO Box 70089","Fort Bragg",28307,"9104324072",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"07","09",NA,NA,"yes",NA,NA,609275.25,154367.421999998
1722,"269224",NA,"point verified","1","Murray Elementary","Charles Council","Normany Dr Bldg B-6036","Normany Dr Bldg B6036","Fort Bragg",28307,"9109070208","PO Box 70089","Fort Bragg",28307,"9109072889",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"PK","04","yes","yes",NA,NA,NA,608601.125200003,154043.5627
1723,"269208",NA,"point verified","1","Butner Elementary","Mary Brigham","Normandy/Baslogne Dr B-5356","Normandy/Baslogne Dr B5356","Fort Bragg",28307,"9109070203","PO Box 70089","Fort Bragg",28307,"9104328400",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"PK","04","yes","yes",NA,NA,NA,608920.187399998,154197.093899999
1724,"269204",NA,"point verified","1","Bowley Elementary","Susan Walters","Randolph St Bldg 1-3479","Randolph St Bldg 13479","Fort Bragg",28307,"9109070202","PO Box 70089","Fort Bragg",28307,"9109073513",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"PK","04","yes","yes",NA,NA,NA,611212.749899998,155184.7656
1725,"269216",NA,"point verified","1","Irwin Middle","Rob Richardson","Knox St Bld 1-4865","Knox St Bld 14865","Fort Bragg",28307,"9109070206","PO Box 70089","Fort Bragg",28307,"9109071247",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"05","06",NA,"yes","yes",NA,NA,611211.437299997,154889.359200001
1726,"269212",NA,"point verified","1","Holbrook Elementary","Priscilla Joiner","Sharp Dr/S Lucus Ave","Sharp Dr/S Lucus Ave","Fort Bragg",28307,"9109070205","PO Box 70089","Fort Bragg",28307,"9104328385",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"PK","04","yes","yes",NA,NA,NA,611932.187399998,154170.937600002
1727,"269220",NA,"point verified","1","McNair Elementary","Timothy Howle","Honeycutt Rd Bldg B-7556","Honeycutt Rd Bldg B7556","Fort Bragg",28307,"9109070207","PO Box 70089","Fort Bragg",28307,"9104328386",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"PK","04","yes","yes",NA,NA,NA,609222.5,153573.718800001
1728,"269228",NA,"point verified","1","Pope Elementary","Bob Kirkpatrick","Armistead St Bldg 9000","Armistead St Bldg 9000","Fort Bragg",28307,"9109070209","PO Box 70089","Fort Bragg",28307,"9109070901",NA,"Cumberland","SA","Federal","Regular School","None","Traditional","-",0,"PK","04","yes","yes",NA,NA,NA,609890.812700003,157596.828200001
1729,"270310","yes, 2012","across town","1","Shawboro Elementary School","Terrie Godfrey","370 Shawboro Road","370 Shawboro Road","Shawboro",27973,"2522322237","370 Shawboro Road","Shawboro",27973,"2522322287","http://www.currituck.k12.nc.us","Currituck",NA,"Public","Regular School","None","Traditional","-",21,"KG","05",NA,"yes",NA,NA,NA,870753.862099998,301858.341499999
1730,"340330",NA,NA,NA,"Carver High","Ronald Travis","3545 Carver School Road","3545 Carver School Road","Winston Salem",27105,"3367272987","3545 Carver School Road","Winston Salem",27105,"3367278211","http://www.wsfcs.k12.nc.us/chs/site/default.asp","Forsyth","SA","Public","Regular School","None","Traditional","-",60,"09","12",NA,NA,NA,"yes",NA,500883.500200003,265188.531100001
1731,"340528",NA,NA,NA,"Southwest Elementary","Matthew Dixson","1631 Southwest School Drive","1631 Southwest School Drive","Clemmons",27012,"3367124422","1631 Southwest School Drive","Clemmons",27012,"3367124425","http://wsfcsel.schoolwires.net/swes/site/default.","Forsyth",NA,"Public","Regular School","None","Traditional","-",42,"KG","05",NA,"yes",NA,NA,NA,484948.999899998,258018.093699999
1732,"360418",NA,NA,NA,"Highland Sch of Technology","Lee Dedmon","1600 N Morris Street","1600 N Morris Street","Gastonia",28052,"7048108816","1600 N Morris Street","Gastonia",28052,"7048666105","http://gaston.k12.nc.us/schools/highland/index.htm","Gaston","SA","Public","Regular School","Magnet","Traditional","-",42,"09","12",NA,NA,NA,"yes",NA,410338.406300001,171961.8127
1733,"410370",NA,NA,NA,"Florence Elementary","Edward Wohlgemuth","7605 Florence School Rd","7605 Florence School Rd","High Point",27265,"3368192120","7605 Florence School Rd","High Point",27265,"3364545579","http://schools.gcsnc.com/spages/florence/home.htm","Guilford","SA","Public","Regular School","None","Traditional","-",47,"KG","05",NA,"yes",NA,NA,NA,523329,252767.250100002
1734,"410421",NA,NA,NA,"Jamestown Middle","Denise Richmond","4401 Vickery Church Rd","301 Haynes Road","Jamestown",27282,"3368192100","301 Haynes Road","Jamestown",27282,"3364546734","http://schools.gcsnc.com/spages/jms/jms2.html","Guilford","SA","Public","Regular School","None","Traditional","-",66,"06","08",NA,NA,"yes",NA,NA,526844.937399998,249308.328299999
1735,"410466",NA,NA,NA,"Millis Road Elementary","Russell Harper","4310 Millis Rd","4310 Millis Rd","Jamestown",27282,"3368192125","4310 Millis Rd","Jamestown",27282,"3368192127","http://schools.guilford.k12.nc.us/spages/millis/h","Guilford","SA","Public","Regular School","None","Traditional","-",31,"PK","05","yes","yes",NA,NA,NA,527313.500100002,249613.500100002
1736,"410505",NA,NA,NA,"Oak View Elementary","Heather Bare","614 Oakview Rd","614 Oakview Rd","High Point",27265,"3368192935","614 Oakview Rd","High Point",27265,"3368696856","http://schools.gcsnc.com/spages/oakview/oakview.h","Guilford","SA","Public","Regular School","None","Traditional","-",35,"PK","05","yes","yes",NA,NA,NA,518012.968800001,250122.4531
1737,"410508",NA,NA,NA,"Page High","Patrice Faison","201 Alma Pinnix Dr","201 Alma Pinnix Dr","Greensboro",27405,"3363708200","201 Alma Pinnix Dr","Greensboro",27405,"3363708219","http://schools.gcsnc.comus/spages/page/home.html","Guilford","SA","Public","Regular School","None","Traditional","-",91,"09","12",NA,NA,NA,"yes",NA,538808.000100002,261984.2344
1738,"45A000","yes, 2012","across town","1","The Mountain Community Sch","Denise Pesce","613 Glover Street","613 Glover Street","Hendersonville",28792,"8286968480","613 Glover Street","Hendersonville",28792,"8286968451","http://www.tmcschool.org","Henderson",NA,"Charter","Regular School","None","Year Round","-",9,"KG","08",NA,NA,"yes",NA,NA,296697,178896.933400001
1739,"410571",NA,"point verified","1","Stokesdale Elementary","Amy Koonce","8025 US 158","8025 US 158","Stokesdale",27357,"3366438420","8025 US 158","Stokesdale",27357,"3366438425","http://schools.gcsnc.com/spages/stokes/webpage1.h","Guilford","SA","Public","Regular School","None","Traditional","-",32,"PK","05","yes","yes",NA,NA,NA,592902.75,293594.968899999
1740,"410535",NA,NA,NA,"Sedalia Elementary","Andrew Gann","6120 Burlington Rd","6120 Burlington Rd","Sedalia",27342,"3364494711","6120 Burlington Rd","Sedalia",27342,"3364496523","http://schools.gcsnc.com/spages/sed/index.html","Guilford","SA","Public","Regular School","None","Traditional","-",31,"PK","05","yes","yes",NA,NA,NA,552726.999899998,257538.906300001
1741,"49D000",NA,"point verified","1","Success Charter","Tenna Williams","1424-2 Rickert Street","14242 Rickert Street","Statesville",28677,"7048810441","14242 Rickert Street","Statesville",28677,"7048810870",NA,"Iredell",NA,"Charter","Regular School","None","Traditional","-",6,"KG","08",NA,NA,"yes",NA,NA,439782.193899997,225324.206700001
1742,"510332",NA,NA,NA,"CorinthHolders Elementary","Melissa Hubbard","3976 NC 231","3976 NC 231","Zebulon",27597,"9193657560","3976 NC 231","Zebulon",27597,"9193657717","http://johnstoncounty.nc.schoolwebpages.com/educa","Johnston",NA,"Public","Regular School","None","Traditional","-",32,"PK","05","yes","yes",NA,NA,NA,673179.5,220178.8125
1743,"600349",NA,NA,NA,"Cotswold Elementary","Alicia Hash","2834 Colony Road","300 Greenwich Rd","Charlotte",28211,"9803436720","300 Greenwich Rd","Charlotte",28211,"9803436739","http://schools.cms.k12.nc.us/cotswoldES","Mecklenburg",NA,"Public","Regular School","None","Traditional","-",46,"KG","05",NA,"yes",NA,NA,NA,445897.375,160049.703200001
1744,"600537",NA,NA,NA,"South Charlotte Middle","Lisa Bowen","8040 Strawberry Ln","8040 Strawberry Ln","Charlotte",28277,"9803433670","8040 Strawberry Ln","Charlotte",28277,"9803433725","http://schools.cms.k12.nc.us/southcharlotteMS","Mecklenburg","SA","Public","Regular School","None","Traditional","-",49,"06","08",NA,NA,"yes",NA,NA,445594.687299997,150202.359200001
1745,"730354",NA,NA,NA,"Stories Creek Elementary","Veronica Clay","133 Stories Creek School Road","133 Stories Creek School Rd","Roxboro",27574,"3365038071","133 Stories Creek School Road","Roxboro",27574,"3365038083","http://www.person.k12.nc.us/storiescreek/","Person",NA,"Public","Regular School","None","Traditional","-",23,NA,NA,NA,NA,NA,NA,NA,609543.5625,296776.9998
